name,url,ingredients,rating,rating_count,image_url
Saucy Chicken Cordon Bleu,https://www.allrecipes.com/recipe/9005/saucy-chicken-cordon-bleu/,"4  skinless, boneless chicken breast halves ; 4 slices ham ; 4 slices Swiss cheese ; 1 cup all-purpose flour ; 1 teaspoon salt ; ½ teaspoon ground black pepper ; ½ teaspoon paprika ; 2  eggs, beaten ; ⅓ cup milk ; 1 cup dry bread crumbs ; ¼ cup olive oil ; 1 (10.75 ounce) can  condensed cream of mushroom soup ; ½ pound fresh mushrooms, sliced ; ¼ teaspoon garlic powder ; ⅛ teaspoon curry powder ; ¼ cup white wine ; ½ cup sour cream ; 2 sprigs fresh parsley, for garnish",4.53,139,https://www.allrecipes.com/thmb/RKD8JmpTeQwJTEi-Gu35_RDPtfo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9066882-fa2685de09f84b28ae416c059c3d90eb.jpg
Basic Chicken Stock,https://www.allrecipes.com/recipe/12983/basic-chicken-stock/,"1 pound chicken parts ; 1 large onion ; 3 stalks celery, including some leaves ; 1 large carrot ; 1 ½ teaspoons salt ; 3  whole cloves ; 6 cups water  (Optional); ¼ cup cold water  (Optional); 1  egg",4.68,139,https://www.allrecipes.com/thmb/nBHpUPavR6VNtWg7U7tHeQIjeF8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/390636-322f77f3a5f241feb5572e2f93884d60.jpg
Chinese Lion's Head Soup,https://www.allrecipes.com/recipe/135367/chinese-lions-head-soup/,"1 pound ground pork ; 1  egg ; 1 tablespoon cornstarch ; 2 teaspoons sesame oil ; 1 tablespoon minced fresh ginger root ; ¼ teaspoon monosodium glutamate (MSG)  (Optional); 1 teaspoon salt ; 2  green onions, chopped and divided ; 1 tablespoon vegetable oil ; 1 head napa cabbage, cored and cut into chunks ; 2 cups low-sodium chicken broth ; 2 cups water, or as needed ; 1 tablespoon soy sauce ; 2 teaspoons sesame oil",4.63,139,https://www.allrecipes.com/thmb/Qp8yUHyH_Fd5KmpXNHkju1-jOkk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/666788-2c84d59f69d24c3493f9cb5ce2b8ad6d.jpg
Finnish Kropser (Baked Pancakes),https://www.allrecipes.com/recipe/11501/finnish-kropser-baked-pancakes/,3  eggs ; ½ cup white sugar ; 1 teaspoon salt ; 2 cups milk ; 1 ¼ cups all-purpose flour ; ¼ cup butter,4.68,139,https://www.allrecipes.com/thmb/xEDA1152zbwaZmGtApASP8pdybM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5390826-805392676c2e48c88af064c55c044cb0.jpg
Penne with Garlicky Broccolini,https://www.allrecipes.com/recipe/86871/penne-with-garlicky-broccolini/,"1 (16 ounce) package dry penne pasta ; 6 slices bacon ; ¾ pound broccolini, cut into 1 inch pieces ; 12 cloves garlic, minced ;   salt and pepper to taste ; ⅓ cup freshly grated Parmesan cheese",4.18,139,https://www.allrecipes.com/thmb/0nexlQq4AeZf6K7UV0i2rGpfrNU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6041767-9e50eb0005784b02bc144963e6d88329.jpg
Split Pea and Ham Soup II,https://www.allrecipes.com/recipe/18108/split-pea-and-ham-soup-ii/,"1 pound leftover ham bone with meat attached ; 1 cup chopped onions ; 2 cloves garlic, minced ; 2 teaspoons freshly ground black pepper ; 1 pound dried split peas ; 1 cup chopped carrots",4.62,139,https://www.allrecipes.com/thmb/-99urG_yRhur3K3cehEmYrXdI4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2180195-df5a79c0c2e84052a12e1861fe93d1a1.jpg
Green Monster Smoothie,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,"1 cup fat-free milk ; ½ cup fat-free plain yogurt ; 1  banana, frozen and chunked ; 1 tablespoon natural peanut butter ; 2 cups fresh spinach ; 1 cup ice cubes  (Optional)",4.64,139,https://www.allrecipes.com/thmb/yQPMVY9I8znJRpJze_QAvXEHZ-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2983047-green-monster-smoothie-Buckwheat-Queen-4x3-1-2ab7a395e370404a9fe660df37157c9b.jpg
Chicken Enchiladas IV,https://www.allrecipes.com/recipe/20458/chicken-enchiladas-iv/,"4  cooked skinless, boneless chicken breast halves ; 1 cup sour cream ; 2 cups shredded Cheddar cheese ; 4  green onions, chopped ; 1 tablespoon ground cumin ; ¼ cup chopped fresh cilantro ;   salt and pepper to taste ; 1 (12 ounce) package corn tortillas ; 1 (8 ounce) jar salsa",4.49,139,https://www.allrecipes.com/thmb/ODUcrvNxKhijX09OCCaqF1OiY-A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7628510-0e925389e4ab4b89a0be5108383957e5.jpg
Chocolate-Chocolate Chip Bacon Cookies,https://www.allrecipes.com/recipe/197576/chocolate-chocolate-chip-bacon-cookies/,"6 slices maple-cured bacon, chopped ; 1 ½ cups white sugar ; 1 cup softened butter ; 2  eggs ; 2 teaspoons vanilla extract ; 2 cups all-purpose flour ; ⅔ cup cocoa powder ; ¾ teaspoon baking soda ; ¼ teaspoon salt ; 2 cups semi-sweet chocolate chunks",4.55,139,https://www.allrecipes.com/thmb/z_hih--rbnKswy4QitcAfp_gOy4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/468541-7243bca7ee0b402b9440cd0735fe19ba.jpg
Hello Dollies I,https://www.allrecipes.com/recipe/11259/hello-dollies-i/,"2 cups graham cracker crumbs ; ¼ cup white sugar ; ½ cup butter, melted ; 1 cup semisweet chocolate chips ; 1 cup flaked coconut ; 1 cup chopped pecans ; 1 (14 ounce) can sweetened condensed milk",4.65,139,https://www.allrecipes.com/thmb/LX7doRc_ewaHdb8j3hQ1qE-xo-Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/818163-8dc4a5a7b558434bb558ad3ea597bd60.jpg
Baked Cornish Game Hens,https://www.allrecipes.com/recipe/24876/baked-cornish-game-hens/,"2  Cornish game hens ; ½ cup melted butter ; ½  onion, chopped ; ½ stalk celery, chopped ; ¼  green bell pepper, chopped ; 1 (4.5 ounce) can mushrooms, drained and chopped ; 2 cloves garlic, minced ; 1 tablespoon dried basil ; 1 teaspoon dried oregano ; 1 tablespoon chopped fresh parsley ; ¼ cup melted butter",4.34,139,https://www.allrecipes.com/thmb/zRhwG0X_heqosWhMVCrLqXkBKok=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-24876-baked-cornish-game-hens-VAT-4x3-closercrop-d8844dc4ed3643d89338add00cf328b9.jpg
Ground Beef Casserole,https://www.allrecipes.com/recipe/231809/ground-beef-casserole/,"1 ½ pounds ground beef ;   salt and ground black pepper to taste ; ½ cup chopped yellow onion ; ¼ cup chopped green bell pepper ; ¼ cup chopped carrot ; 2 cloves garlic, chopped ; 1 (15 ounce) can diced tomatoes ; 1 (8 ounce) can tomato sauce ; 1 (8 ounce) can sliced mushrooms, drained ; 1 tablespoon brown sugar ; 2 tablespoons Worcestershire sauce ; 1 (8 ounce) package bow-tie pasta (farfalle) ; 1 (10.75 ounce) can  cream of mushroom soup ; ¼ pound shredded Cheddar cheese",4.35,139,https://www.allrecipes.com/thmb/bEW72H3eNKyheVQDfFhf4zWxKe0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9256899-f4357ab070f54e2ba2b4fa34927d154b.jpg
Crunchy Fried Shrimp,https://www.allrecipes.com/recipe/216969/crunchy-fried-shrimp/,"1 pound uncooked jumbo shrimp, peeled and deveined, tails left intact ; ⅓ cup flour ; ¾ teaspoon salt ; ½ teaspoon black pepper ; 3  large eggs large eggs ; 1 ½ cups Kikkoman Panko Bread Crumbs ; 1 cup Vegetable oil (for deep frying)",4.86,139,https://www.allrecipes.com/thmb/CHUFP6-f1Hnnx_YIi84antV1JSc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-216969-crunchy-fried-shrimp-DDMFS-4x3-ce19238c015447f1be90f8871409844f.jpg
Easy Cream Cheese Frosting,https://www.allrecipes.com/recipe/230245/easy-cream-cheese-frosting/,"½ cup butter ; 6 ounces cream cheese, softened ; 2 teaspoons vanilla extract ; 2 cups confectioners' sugar",4.74,139,https://www.allrecipes.com/thmb/54zCc74po3TFPIMUzaPJ8g87AzM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/983739-3fc80442fa824b938a97d28ef0015f18.jpg
Turkey Cabbage Rolls,https://www.allrecipes.com/recipe/88912/turkey-cabbage-rolls/,"1 cup water ; ½ cup uncooked long grain white rice ; 16  large cabbage leaves ; 2 tablespoons olive oil ; 1 pound ground turkey ; ⅓ cup chopped onion ; 1  egg, beaten ; 1 (8 ounce) can tomato sauce ; ½ teaspoon salt ; ½ teaspoon ground black pepper ; 1 (8 ounce) can tomato sauce ; ⅔ (6 ounce) can tomato paste ; 1 cup water ; 3 tablespoons brown sugar ; 2 teaspoons lemon juice ; 1 teaspoon Worcestershire sauce ; 2 cups baby carrots, sliced lengthwise  (Optional)",4.25,139,https://www.allrecipes.com/thmb/49ReWu1CJA1a8b5zw0aLiv7rbew=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6341603-turkey-cabbage-rolls-tamara-4x3-1-002f0fcd3519472ab428876ca6a1ee4a.jpg
Chicken Stew with Dumplings,https://www.allrecipes.com/recipe/228224/chicken-stew-with-dumplings/,"1 (3 pound) rotisserie chicken ; 2 tablespoons butter ; 1  onion, diced ; 2 ribs celery, sliced thin ; 2 tablespoons all-purpose flour ; 2 (14.5 ounce) cans chicken broth ; 1 teaspoon salt ; ½ teaspoon ground black pepper ; ½ teaspoon dried basil ; ¼ teaspoon dried thyme ; ¾ pound new potatoes, cut into 1/2-inch dice ; 2 cups frozen mixed vegetables ; 1 ½ cups all-purpose flour ; 2 teaspoons baking powder ; ½ teaspoon salt ; 3 tablespoons butter ; ¾ cup milk, or more as needed ; 2 tablespoons dried dill",4.68,139,https://www.allrecipes.com/thmb/3SLCkHmdVjeQB7vedOnJ1dkISVo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6604133-chicken-stew-with-dumplings-Trish-Beier-4x3-1-8b39fc60177d41609d73a851d3de576c.jpg
Outback Onion Soup,https://www.allrecipes.com/recipe/25700/outback-onion-soup/,"2 quarts water ; 8 cubes beef bouillon, crumbled ; 2 large onions, quartered and sliced ; 1 teaspoon salt ; 1 teaspoon coarsely ground black pepper ; ¾ cup all-purpose flour ; ½ cup cold water ; 1 cup heavy cream ; 1 ½ cups shredded Colby-Monterey Jack cheese",4.35,139,https://www.allrecipes.com/thmb/hMJevyXPGHDwvtYcnwotjRD8mAg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25700outback-onion-souplutzflcat4x3-9707ce2e91f74340a953654a480f70af.jpg
Georgia Peach Homemade Ice Cream,https://www.allrecipes.com/recipe/38236/georgia-peach-homemade-ice-cream/,"2 ½ pounds fresh peaches - peeled, pitted and chopped ; ½ cup white sugar ; 1 pint half-and-half cream ; 1 (14 ounce) can sweetened condensed milk ; 1 (12 fluid ounce) can evaporated milk ; 1 teaspoon vanilla extract ; 2 cups whole milk, or as needed",4.43,138,https://www.allrecipes.com/thmb/yDKI6yJIZS0DQcQP8MWUuKo3DzQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-38236-Georgia-Peach-Homemade-Ice-Cream-DDFMS-4x3-b1c24c7f6e6b4e9baec2ae7c32c74a66.jpg
Blueberry Salad,https://www.allrecipes.com/recipe/20260/blueberry-salad/,"2 (3 ounce) packages raspberry flavored Jell-O® mix ; 2 cups hot water ; 1 (20 ounce) can crushed pineapple, drained ; 1 (21 ounce) can blueberry pie filling ; 1 (8 ounce) package cream cheese ; ½ cup white sugar ; 1 cup sour cream ; 1 teaspoon vanilla extract",4.71,138,https://www.allrecipes.com/thmb/3b-c9RDTMSY0RdeDgT9mqF4yNWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/303657-3864404f45584c5ebcd195c3818438e3.jpg
Cuban-Style Roast Pork,https://www.allrecipes.com/recipe/241452/cuban-style-roast-pork/,4 cloves garlic ; 2 teaspoons kosher salt ; 1 teaspoon ground black pepper ; 1 teaspoon ground cumin ; 1 teaspoon dried oregano ; 1 teaspoon ground coriander ; 3 tablespoons lime juice ; 3 tablespoons orange juice ; 3 tablespoons olive oil ; 1 ½ teaspoons white wine vinegar ; 1 (4 pound) pork shoulder roast,4.79,138,https://www.allrecipes.com/thmb/JN9y8JWuh4P3gxUiGVsgHnECUf8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2134447-d35e742c7e2c4d40846d2b0834562622.jpg
Cuban Marinated Steak,https://www.allrecipes.com/recipe/232415/cuban-marinated-steak/,½ teaspoon cumin seeds ; ¼ cup orange juice ; 2 tablespoons vegetable oil ; 2 tablespoons Montreal-style steak seasoning ; 2 ¼ teaspoons lime juice ; 1 ½ teaspoons dried oregano ; 1 ½ pounds beef rib-eye steaks,4.67,138,https://www.allrecipes.com/thmb/L5sDTRj358AiciStRF_QBokHc8Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1017482-dbb1583def7e43fab46fc2cd03caddbf.jpg
Gluten-Free Almond Flour Chocolate Chip Cookies,https://www.allrecipes.com/recipe/242466/gluten-free-almond-flour-chocolate-chip-cookies/,"¼ cup brown sugar, light or dark ; ½ teaspoon baking soda ; ¼ teaspoon salt ; 2 tablespoons butter, at room temperature ; 2 teaspoons vanilla extract ; 1  large egg ; 2 cups King Arthur Almond Flour ; ½ cup chocolate chips",4.59,138,https://www.allrecipes.com/thmb/pFurkjLFyo2R9b9QOUUzq9apPnk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9415402-27d4110a3512469a8ebc91958512c119.jpg
Fresh Herbed Halibut,https://www.allrecipes.com/recipe/93308/fresh-herbed-halibut/,"1 (2 pound) halibut fillet ; 1 large lemon, quartered ;   olive oil for brushing ; 1 teaspoon sea salt ; 1 teaspoon garlic powder ; 1 tablespoon dill weed",4.51,138,https://www.allrecipes.com/thmb/oshyjppza6_KI1H2_nLCs52NzWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3243563-fresh-herbed-halibut-naples34102-4x3-1-aa30edaabccb445b887a961656523b49.jpg
Pot Roast,https://www.allrecipes.com/recipe/232756/pot-roast/,"2 pounds beef pot roast, fat trimmed and discarded ; 3  potatoes, peeled and cut into 6 pieces ; 1 large onion, cut into 8 pieces ; 2  carrots, cut into 1-inch pieces ; 2 stalks celery, cut into 1-inch pieces ; 3 cups water ;   salt and ground black pepper to taste ; 1 pinch garlic salt, or to taste ; ½ cup water ; 3 tablespoons cornstarch ; ½ teaspoon browning sauce (such as Gravy Master®)  (Optional)",4.41,138,https://www.allrecipes.com/thmb/j5tQoqX0UaG5F2RuUe8s7rDyDPQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/232756-pot-roast-ddmfs-4x3-0192-96180c7029564d47b2f59da667b611fa.jpg
Sweet Smoked Pork Ribs,https://www.allrecipes.com/recipe/172967/sweet-smoked-pork-ribs/,¼ cup salt ; ¼ cup white sugar ; 2 tablespoons packed brown sugar ; 2 tablespoons ground black pepper ; 2 tablespoons ground white pepper ; 2 tablespoons onion powder ; 1 tablespoon garlic powder ; 1 tablespoon chili powder ; 1 tablespoon ground paprika ; 1 tablespoon ground cumin ; 10 pounds baby back pork ribs ; 1 cup apple juice ; ¼ cup packed brown sugar ; ¼ cup barbeque sauce,4.52,138,https://www.allrecipes.com/thmb/02fSeNJokCojqDPCZT2q0m_N2So=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/172967-sweet-smoked-pork-ribs-DDMFS-001-4x3-9d0c6ba003a145b9b6e872275135857d.jpg
Easy Chicken and Broccoli Alfredo,https://www.allrecipes.com/recipe/212498/easy-chicken-and-broccoli-alfredo/,"8 ounces fettuccine or spaghetti, uncooked ; 2 cups fresh broccoli florets ; ¼ cup KRAFT Zesty Italian Dressing ; 1 pound boneless skinless chicken breasts, cut into bite-sized pieces  ; 1 ⅔ cups milk ; 4 ounces PHILADELPHIA Cream Cheese, cubed ; ¼ cup KRAFT Grated Parmesan Cheese ; ½ teaspoon dried basil leaves",4.33,138,https://www.allrecipes.com/thmb/zZqEslmLznOTHeSg1KhtbhUgQRs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1421993-easy-chicken-and-broccoli-alfredo-Breanna-Dean-4x3-1-ca264a6d14be41fa8bccec3edf4bbc5e.jpg
Creamy Parmesan Sauce for Fish,https://www.allrecipes.com/recipe/235059/creamy-parmesan-sauce-for-fish/,"1 teaspoon butter, or as needed ; 2 pounds cod fillets ; ¾ cup freshly grated Parmesan cheese ; ⅓ cup butter, softened ; ¼ cup mayonnaise ; ¼ cup chopped green onion ; 3 tablespoons lemon juice ; 2 teaspoons dried dill weed  (Optional); ¼ teaspoon salt ; ¼ teaspoon ground black pepper ; 2 dashes hot pepper sauce (such as Tabasco®)",4.86,138,https://www.allrecipes.com/thmb/dWjVQ0Hm2sC6jBjr6wGsq7cu1i4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/235059-creamy-parmesan-sauce-for-fish-DDMF-beauty-4x3-1f397494bbcf430ab83e0443bab7328d.jpg
Mongolian Beef II,https://www.allrecipes.com/recipe/26627/mongolian-beef-ii/,"2 pounds boneless sirloin tip roast ; ½ cup soy sauce ; 2 tablespoons dry sherry ; 2 teaspoons sesame oil ; 3 tablespoons cornstarch ; 2 tablespoons brown sugar ; 2 teaspoons crushed red pepper ; 5  whole dried red chile peppers ; ⅜ cup vegetable oil, divided ; 4 bunches green onions, cut into 2 inch pieces",4.17,138,https://www.allrecipes.com/thmb/C97yI2QrAwoRjCceXlQ97PRfPAg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/297149-089bd13b0c6f4b9ab5c432b62a24fb58.jpg
Fudge Pie,https://www.allrecipes.com/recipe/12350/fudge-pie/,1 recipe pastry for a 9 inch single crust pie ; 1 cup white sugar ; ¼ cup all-purpose flour ; 3 tablespoons unsweetened cocoa powder ; ½ cup butter ; 2  eggs ; 1 teaspoon vanilla extract,4.54,138,https://www.allrecipes.com/thmb/_rc8xu_1Mh0ukNm_nMLf9SmgogI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5372953-ff236b0fb416461da7fc03b3aa9cac2f.jpg
Robin's Peanut Butter Cookies,https://www.allrecipes.com/recipe/18186/robins-peanut-butter-cookies/,"½ cup butter, softened ; ½ cup white sugar ; ½ cup brown sugar ; 1  egg ; ½ teaspoon vanilla extract ; ½ cup peanut butter ; 1 ¼ cups all-purpose flour ; ¾ teaspoon baking soda ; ¼ teaspoon salt ; ½ cup chopped dry roasted peanuts",4.44,138,https://www.allrecipes.com/thmb/FqrtmLw59oLkKoY8YZPChh48FWo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/401621-a716a81552ce4fc2837db12f6bda3cf9.jpg
Kugel,https://www.allrecipes.com/recipe/25228/kugel/,"1 (8 ounce) package large egg noodles ; 6 tablespoons butter, sliced ; 6  eggs, separated ; ½ cup white sugar ; ¾ (8 ounce) package cream cheese, softened ; 4 tablespoons sour cream ; 1 (16 ounce) package cottage cheese, creamed ; 1 pinch salt ; 4 tablespoons butter, melted ; ¼ cup white sugar ; ⅓ cup graham cracker crumbs",4.55,138,https://www.allrecipes.com/thmb/kAx3KHhmT3-iWYZjI6PzJvNsfwk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-recipe-25228-kugel-hero-02-VAT-4x3-cb31da4bf1764ae68d3adfc9cb1e6189.jpg
Easy Enchilada Casserole,https://www.allrecipes.com/recipe/8969/easy-enchilada-casserole/,"1 (10.75 ounce) can  condensed cream of chicken soup ; 4  cooked skinless, boneless chicken breast halves, chopped ; 8 ounces sour cream ; ½ cup chopped green onions ; 3 cups salsa ; 1 (4 ounce) can diced green chiles ; 4 cups shredded Monterey Jack cheese ; 12 (8 inch) flour tortillas",4.41,138,https://www.allrecipes.com/thmb/ojY_yKdHp-agh3KgfRkn3bDZxE0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8464548-ece408c2981e41d39d1fef563ca855cb.jpg
Pumpkin Cookies with Cream Cheese Frosting (The World's Best!),https://www.allrecipes.com/recipe/229108/pumpkin-cookies-with-cream-cheese-frosting-the-worlds-best/,"2 cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon ground cinnamon ; ½ teaspoon baking soda ; ½ teaspoon ground nutmeg ; ½ teaspoon ground ginger ; 1 cup butter ; ¾ cup white sugar ; ¾ cup brown sugar ; 2 teaspoons vanilla extract ; 1  egg ; 1 (15 ounce) can pumpkin puree ; 1 (3 ounce) package cream cheese, softened ; ¼ cup butter, softened ; 1 teaspoon vanilla extract ; 2 cups confectioners' sugar",4.55,138,https://www.allrecipes.com/thmb/hW14i0c2nEKnrgquq8UAJ5ZtjtA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4203950-c21e45a64ed5493fa2b0237debab6e44.jpg
Cajun Red Snapper,https://www.allrecipes.com/recipe/15839/cajun-red-snapper/,1 teaspoon paprika ; ¼ teaspoon ground cayenne pepper ; 1 teaspoon ground black pepper ; ½ teaspoon onion powder ; 1 teaspoon dried thyme ; 1 teaspoon dried basil ; 1 teaspoon garlic powder ; ¼ teaspoon dried oregano ; 2 tablespoons butter ; 1 tablespoon olive oil ; 6 (6 ounce) fillets red snapper ;   salt to taste,4.42,138,https://www.allrecipes.com/thmb/iz51yXbbEHVaPOGtb3iZfeyoVC0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7762887-bb989d95aea044b3a5c09d2812de5bf8.jpg
Super Grilled Salmon,https://www.allrecipes.com/recipe/86671/super-grilled-salmon/,"¼ cup brown sugar ; ½ cup hot water ; ½ cup Shiraz wine ; ½ cup soy sauce ; ⅓ cup olive oil ; 3 cloves garlic, minced ; ⅓ teaspoon lemon pepper ; 2 pounds salmon fillets ; 1 tablespoon cornstarch ; 2 tablespoons cold water",4.47,137,https://www.allrecipes.com/thmb/TiTT6oomJiH5uBoUu4ciAXU4Wdc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/445053-2241b77b3a124d0aa92e4a54719f5f7b.jpg
Chicken Kiev,https://www.allrecipes.com/recipe/18481/chicken-kiev/,"⅓ cup butter ; ½ teaspoon ground black pepper ; 1 teaspoon garlic powder ; 2 pounds skinless, boneless chicken breast halves ; 2  eggs ; 3 tablespoons water ; ¼ teaspoon ground black pepper ; ½ teaspoon garlic powder ; 1 teaspoon dried dill weed ; ¾ cup all-purpose flour ; ¾ cup dry bread crumbs ; 2 cups vegetable oil for frying ; ½  lemon, sliced ; ¼ cup chopped fresh parsley",4.4,137,https://www.allrecipes.com/thmb/ly8msocn2C8JYTuxcMD9NW8lLHg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5675545-8a17b5f67a214178bd232a4d41ddf470.jpg
Quick Eggplant Parmesan,https://www.allrecipes.com/recipe/13943/quick-eggplant-parmesan/,"1  egg ; 1 tablespoon water ; 1  small eggplant, cut into 3/4 inch thick slices ; 1 cup dried bread crumbs, seasoned ; 1 ½ cups shredded mozzarella cheese ; ¼ cup spaghetti sauce ; ¼ teaspoon crushed red pepper flakes ; 3 tablespoons grated Parmesan cheese",4.36,137,https://www.allrecipes.com/thmb/umIMB55YCnYRARrvVqD0n_o4N9w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3449194-d1f59b33714b49e7a5680dcd977ffd18.jpg
South Asian-Style Ground Beef (Keema),https://www.allrecipes.com/recipe/239854/south-asian-style-ground-beef-keema/,"2 tablespoons butter, or more to taste ; 2  onions, diced ; 1 clove garlic, minced ; 1 ½ tablespoons curry powder ; 2 ½ teaspoons salt ; 1 teaspoon ground turmeric ; 1 teaspoon cayenne pepper ; ½ teaspoon ground black pepper ; ¼ teaspoon ground ginger ; ½  cinnamon stick ; 1 pound ground beef ; 2  potatoes, diced ; 2  tomatoes, diced",4.55,137,https://www.allrecipes.com/thmb/Rw2QZWCUo8tfTyVrcavX7voftO8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4530538-b25381c0f3054fa299ef8c0d00fe459c.jpg
Spinach and Pasta Shells,https://www.allrecipes.com/recipe/15242/spinach-and-pasta-shells/,"1 pound seashell pasta ; 1 (10 ounce) package frozen chopped spinach ; 2 tablespoons olive oil ; 7 cloves garlic, minced ; 1 teaspoon dried red pepper flakes  (Optional);   salt to taste",4.0,137,https://www.allrecipes.com/thmb/pIJn9xr5ZmBch6bGgQalWvTB_fE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6628256-b47a4bab24eb401bade61ba7aacfc20a.jpg
Baked Chicken Alfredo,https://www.allrecipes.com/recipe/245705/baked-chicken-alfredo/,"1 (16 ounce) package penne pasta ; ½ cup butter ; 2 teaspoons minced garlic ; 1 (8 ounce) package cream cheese, softened ; 2 cups milk ; 6 ounces grated Parmesan cheese, divided ; 2 teaspoons dried parsley ; 1 teaspoon Italian seasoning ; 1 teaspoon salt, divided ; ½ teaspoon ground black pepper ; 1 teaspoon olive oil ; 2  chicken breasts, patted dry ; ½ teaspoon garlic powder",4.7,137,https://www.allrecipes.com/thmb/asNzfqt9_8cWu7nBb119Xjg0W2w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5214744-baked-chicken-alfredo-Chef-D-4x3-1-dcf71572b0fa435b934ad3499f7b931a.jpg
Merwin's Shrimp Gumbo,https://www.allrecipes.com/recipe/12717/merwins-shrimp-gumbo/,"1 pound smoked sausage, cut into 1/4 inch rounds ; ½ cup vegetable oil ; 1 (4 pound) chicken, cut into parts ; ⅔ cup all-purpose flour ; 2 cups chopped onion ; ½ cup chopped green onions ; ⅔ cup green bell pepper, finely chopped ; 2 tablespoons chopped fresh parsley ; 1 tablespoon minced garlic ; 2 pounds medium shrimp - peeled and deveined ; 8 cups water ;   salt to taste ;   ground black pepper to taste ; ⅛ teaspoon cayenne pepper ; 1 teaspoon dried thyme ; 2  bay leaves ;   file powder",4.55,137,https://www.allrecipes.com/thmb/h7woan2QwuhT5LfTnr7iM419Nag=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4521423-33a3fb4615d2473db6950ef8854706a6.jpg
Chilaquiles II,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,"2 cups oil for frying ; ¼ cup chopped onion ; 30 (6 inch) corn tortillas, torn into strips ; 6  eggs, lightly beaten ; 2 teaspoons salt ; 1 (7.75 ounce) can Mexican style hot tomato sauce ; ½ cup water ; ½ cup shredded Monterey Jack cheese",4.45,137,https://www.allrecipes.com/thmb/-EtcMOu7ZOa_AhpbKmzu3JaqPoY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4530762-de6b63b9ae994b88a1fffb43ef1ef400.jpg
Pressure Cooker Beef Stew,https://www.allrecipes.com/recipe/75086/pressure-cooker-beef-stew/,"1 tablespoon vegetable oil ; 1 small onion, diced ; 2 pounds cubed beef stew meat ; 5  carrots, peeled and diced ; 8 medium baking potatoes, peeled and cubed ; 2 cubes beef bouillon ; 2 cups water ; 2 teaspoons cornstarch ; 2 teaspoons salt, or to taste",4.53,137,https://www.allrecipes.com/thmb/V4x3pwoDI-lhaqqwdK4-t5iIB0I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5086pressure-cooker-beef-stewRenee4x3-58930b74e17343cfb3e92509d87dbb94.jpg
